1904,60,65,70
1905,60,65,70
1906,60,65,70
1907,60,65,70
1908,60,65,70
1909,60,65,70
1910,60,65,70
1911,60,65,70
1912,60,65,70
1913,60,65,70
1914,60,65,70
1915,60,65,70
1916,60,65,70
1917,60,65,70
1918,60,65,70
1919,60,65,70
1920,60,65,70
1921,60,65,70
1922,60,65,70
1923,60,65,70
1924,60,65,70
1925,60,65,70
1926,60,65,70
1927,60,65,70
1928,60,65,70
1929,60,65,70
1930,60,65,70
1931,60,65,70
1932,60,65,70
1933,60,65,70
1934,60,65,70
1935,60,65,70
1936,60,65,70
1937,60,65,70
1938,60,65,70
1939,60,65,70
1940,60,65,70
1941,60,65,70
1942,60,65,70
1943,60,65,70
1944,60,65,70
1945,60,65,70
1946,60,65,70
1947,60,65,70
1948,60,65,70
1949,60,65,70
1950,60,65,70
1951,60,65,70
1952,60,65,70
1953,60,65,70
1954,60,65,70
1955,60,65,70
1956,60,65,70
1957,60,65,70
1958,60,65,70
1959,60,65,70
1960,60,65,70
1961,60,65,70
1962,60,65,70
1963,60,65,70
1964,60,65,70
1965,60,65,70
1966,60,65,70
1967,60,65,70
1968,60,65,70
1969,60,65,70
1970,60,65,70
1971,60,65,70
1972,60,65,70
1973,60,65,70
1974,60,65,70
1975,60,65,70
1976,60,65,70
1977,60,65,70
1978,60,65,70
1979,60,65,70
1980,60,65,70
1981,60,65,70
1982,60,65,70
1983,60,65,70
1984,60,65,70
1985,60,65,70
1986,60,65,70
1987,60,65,70
1988,60,65,70
1989,60,65,70
1990,60,65,70
1991,60,65,70
1992,60,65,70
1993,60,65,70
1994,60,65,70
1995,60,65,70
1996,60,65,70
1997,60,65,70
1998,60,65,70
1999,60,65,70
2000,60,65,70
2001,60,65,70
2002,60,65,70
2003,60,65,70
2004,60,65,70
2005,60,65,70
2006,60,65,70
2007,60,65,70
2008,60,65,70
2009,60,65,70
2010,60,65,70
2011,60,65,70
2012,60,65,70
2013,60,65,70
2014,60,65,70
2015,60,65,70
2016,60,65,70
2017,60,65,70
2018,60,65,70
2019,60,65,70
2020,60,65,70
2021,60,65,70
2022,60,65,70
2023,60,65,70
2024,60,65,70
2025,60,65,70
2026,60,65,70
2027,60,65,70
2028,60,65,70
2029,60,65,70
2030,60,65,70
2031,60,65,70
2032,60,65,70
2033,60,65,70
2034,60,65,70
2035,60,65,70
2036,60,65,70
2037,60,65,70
2038,60,65,70
2039,60,65,70
2040,60,65,70
2041,60,65,70
2042,60,65,70
2043,60,65,70
2044,60,65,70
2045,60,65,70
2046,60,65,70
2047,60,65,70
2048,60,65,70
2049,60,65,70
2050,60,65,70
2051,60,65,70
2052,60,65,70
2053,60,65,70
2054,60,65,70
2055,60,65,70
2056,60,65,70
2057,60,65,70
2058,60,65,70
2059,60,65,70
2060,60,65,70
2061,60,65,70
2062,60,65,70
2063,60,65,70
2064,60,65,70
2065,60,65,70
